#Name	RA_deg	DEC_deg	RA_(J2000)	DEC_(J2000)	Redshift	Dist_[Mpc]	BAT_Type	BAT_flux	N_H	N_H Ref	Morphology	Stellar Mass	SDSS_u_petro	SDSS_u_petro_err	SDSS_g_petro	SDSS_g_petro_err	SDSS_r_petro	SDSS_r_petro_err	SDSS_i_petro	SDSS_i_petro_err	SDSS_z_petro	SDSS_z_petro_err	SDSS_u_Koss	SDSS_g_Koss	SDSS_r_Koss	SDSS_i_Koss	SDSS_z_Koss	griz_cont	GALEX_FUV	GALEX_FUV_err	GALEX_NUV	GALEX_NUV_err	E(B-V)_galactic	E(B-V)_calzetti	J_2MASS	J_2MASS_err	H_2MASS	H_2MASS_err	K_2MASS	K_2MASS_err	2MASS_cat	W1	W1_err	W1_extended?	W2	W2_err	W2_extended?	W3	W3_err	W3_extended?	W4	W4_err	W4_extended?	Asmus_12	Asmus_12_err	Asmus_18	Asmus_18_err	IRAC1	IRAC1_err	IRAC2	IRAC2_err	IRAC3	IRAC3_err	IRAC4	IRAC4_err	H_70	H_70_err	H_160	H_160_err	H_250	H_250_err	H_350	H_350_err	H_500	H_500_err	PAH 11.25	NeII	OIV	NeII_SFR	1.4GHz	1.4GHz_err	5GHz	5GHz_err	SUMSS_36cm	SUMSS_36cm_err	100GHz	100GHz_err	22GHz	22GHz_err	P857	P857_err	P545	P545_err	P353	P353_err	P217	P217_err	P143	P143_err	P100	P100_err	P70	P70_err	P44	P44_err	P30	P30_err	A9	A9_err	A18	A18_err	A65	A65_err	A90	A90_err	A140	A140_err	A160	A160_err	IP_dist	IP12	IP12_err	IP25	IP25_err	IP60	IP60_err	IP100	IP100_err	IF_dist	IF12	IF12_err	IF25	IF25_err	IF60	IF60_err	IF100	IF100_err	ILGA_12	ILGA_12_err	ILGA_25	ILGA_25_err	ILGA_60	ILGA_60_err	ILGA_100	ILGA_100_err
2MASXJ03342453-1513402	53.60208333	-15.22777778	03h34m24.5s	-15d13m40s	0.034938	153.6320709	Sy 1.5	1.25E-11				0																	17.35208893	0.046844501	17.06654358	0.023173412	0.0659		13.126	0.027	12.352	0.035	11.933	0.045	XSC	0.00881228	0.000488542	FALSE	0.009275544	0.000503684	FALSE	0.038714297	0.005850769	FALSE	0.093675909	0.014567969	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.610137895	0.039179874	0.973836288	0.078898358	0.383542907	0.039071824	0.209135882	0.024739514	0	0.100328682	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8299	0.141	0	0	0	0	38.028415	0	0	0	0	0.739	0.08868	0	0	12.488739	0	0	0	0	0.653	0.07836	0	0	0	0	0	0	0	0	0	0
2MASXJ03502377-5018354	57.59916667	-50.31	03h50m23.8s	-50d18m36s	0.036492	160.6489124	Sy 2	2.09E-11	23.2	B11		0																	18.70393181	0.080814339	18.3996582	0.042369939	0.0129		13.51	0.05	12.681	0.059	12.448	0.082	XSC	0.003498552	0.000175993	TRUE	0.002355805	0.000119062	TRUE	0.01257394	0.001898883	FALSE	0.03671368	0.005655308	FALSE	0	0.0116	0	0	0	0	0	0	0	0	0	0	0.395141947	0.027413823	0.470563412	0.0322574	0.423510267	0.068936319	0	0.247975018	0	0.08958563	0	0	0	6.174030386	0	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.370487	0	0	0	0	0.421	0.03368	0	0	0	0	0	0	0	0	0	0
2MASXJ03534246+3714077	58.42708333	37.23527778	03h53m42.5s	+37d14m07s	0.018646	81.00245744	Sy 2	1.53E-11			I	9.9	17.7054	0.0436537	16.06512	0.01078425	14.95366	0.01174752	14.43145	0.01029171	13.96677	0.01001455	15.84	13.99	13.5	13.31	13.18		0	0	0	0	0.4492	0.18	12.499	0.027	11.617	0.037	11.259	0.038	XSC	0.011362877	0.000571603	TRUE	0.009190505	0.00046333	TRUE	0.038042704	0.00573741	FALSE	0.091039092	0.013926906	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.817188614	0.045908287	1.128436792	0.08708848	0.442878067	0.056570719	0	0.209153867	0	0.075279661	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8271	0.0779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXj03540948+0249307	58.53958333	2.825277778	03h54m09.5s	+02d49m31s	0.036	158.4256956	Sy 1	1.29E-11				0																	0	0	20.60249138	0.199535787	0.2695		13.894	0.057	12.95	0.051	12.191	0.056	XSC	0.009482718	0.000514935	FALSE	0.013938689	0.000738387	FALSE	0.045039417	0.006792619	FALSE	0.116856708	0.017810833	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.183111458	0.012087254	0	0.198404346	0	0.200902919	0	0.059370624	0	0.125606649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ04234080+0408017	65.92	4.133888889	04h23m40.8s	+04d08m02s	0.045	199.3379212	Sy 2	2.39E-11				0																	20.44820786	0.302912652	19.91465569	0.119375311	0.2619		14.064	0.077	13.352	0.082	12.408	0.085	XSC	0.013357735	0.000725357	FALSE	0.023475883	0.001250919	FALSE	0.072175992	0.010885221	FALSE	0.198085938	0.030123659	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.574411267	0.038254914	0.501697877	0.02799866	0.207584842	0.025566069	0	0.109184192	0	0.066974408	0	0	0	0	0.0572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1889	0.0458	0	0	0.8723	0.0383	0	0	0	0	19.421586	0	0	0	0	0.592	0.03552	0	0	4.325714	0	0	0.254	0.0254	0.604	0.0604	0	0	0	0	0	0	0	0	0	0
2MASXJ04440903+2813003	71.0375	28.21694444	04h44m09.0s	+28d13m01s	0.011268	48.67774271	Sy 2	5.30E-11			I	10.41											0	12.68	11.8	11.4	11.3		0	0	0	0	0.7386	0.205	10.969	0.023	10.004	0.025	9.577	0.028	XSC	0.058956655	0.002965783	TRUE	0.042719084	0.002148961	TRUE	0.092809571	0.013965717	TRUE	0.132572561	0.020254941	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	1.223989617	0.069067439	2.411113543	0.33967879	0	1.515386021	0	0.9322196	0	1.052288162	0	0	0	0	0.029	0	0	0	0	0	0.0028	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09032	0.0181	0	0	0	0	1.427	0.214	4.918	0.653	0	0	46.474232	0	0	0	0	0.911	0.07288	3.75	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ05020903+0331499	75.5375	3.530555556	05h02m09.0s	+03d31m50s	0.01599	69.32496001	Sy 1	1.53E-11				0																	0	0	0	0	0.0498		12.616	0.045	11.855	0.051	11.592	0.073	XSC	0.008335523	0.000419314	TRUE	0.006430162	0.000344725	FALSE	0.011544969	0.001753675	FALSE	0.026819683	0.00428543	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.084111817	0.010002074	0	0.183101607	0.121141737	0.018990877	0	0.044749432	0	0.060172176	0	0	0	0	0.0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ05054575-2351139	76.44041667	-23.85388889	05h05m45.7s	-23d51m14s	0.035041	154.0966737	Sy 2 HII	6.09E-11	22.7	B11	I	9.13											17.31	16.11	15.44	15.12	15.36		0	0	0	0	0.0341	0.0256	14.168	0.059	13.309	0.056	12.5	0.067	XSC	0.006647958	0.000361	FALSE	0.012137783	0.000646765	FALSE	0.048559184	0.007314707	FALSE	0.113560663	0.017288663	FALSE	0.0523	0.0175	0	0	0	0	0	0	0	0	0	0	0.17858653	0.010894218	0.141917527	0.025388567	0.119014462	0.017529335	0	0.164773326	0	0.060489685	0	0	0	2.394149509	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ05580206-3820043	89.50833333	-38.33472222	05h58m02.0s	-38d20m05s	0.03387	148.8186348	Sy 1	2.93E-11	22.2	B11		0																	19.62276649	0.194229931	18.87553978	0.078719124	0.0375		11.992	0.022	10.995	0.022	9.928	0.015	XSC	0.108876171	0.005912239	FALSE	0.181728037	0.00968343	FALSE	0.365083969	0.054964562	FALSE	0.526324573	0.079720352	FALSE	0.4265	0.0426	0	0	0	0	0	0	0	0	0	0	0.245650084	0.015637425	0	0.199144054	0.205646456	0.032778672	0.154971736	0.019142357	0.073127607	0.013304327	999	3.20E-21	3.69E-21	2.095680757	0.0349	0	0	0	0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3479	0.0152	0.536	0.0173	0	0	0	0	0	0	0	0	17.318742	0.532	0.03192	0.691	0.04837	0	0	0	0	10.6152	0.529	0.03174	0.685	0.03425	0.322	0.03542	0	0	0	0	0	0	0	0	0	0
2MASXJ06411806+3249313	100.325	32.82555556	06h41m18.0s	+32d49m32s	0.047	208.4992543	Sy 2	3.51E-11			M	9.94											17.9	16.56	15.95	15.56	15.25		0	0	21.32846832	0.280902743	0.1295	0.265	14.405	0.066	13.587	0.072	12.98	0.077	XSC	0.006700895	0.000361512	FALSE	0.010332893	0.000547374	FALSE	0.035513442	0.005352662	FALSE	0.081368001	0.012533777	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.087095755	0.009009298	0	0.052829243	0	0.044124633	0	0.063166543	0	0.070955217	0	0	0	0	0.0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ06561197-4919499	104.05	-49.33055556	06h56m12.0s	-49d19m50s	0.041002	181.1002798	Sy 2	1.22E-11				0																	0	0	0	0	0.0573		12.621	0.028	11.899	0.034	11.561	0.052	XSC	0.009092604	0.000457399	TRUE	0.013259873	0.000667031	TRUE	0.084153345	0.012676429	FALSE	0.25634681	0.038827862	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.259185275	0.015562386	0.125976378	0.022875059	0.110329544	0.020531357	0	0.090739469	0	0.069256105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2474	0.0242	0	0	0	0	0	0	0	0	23.316152	0	0	0.369	0.02952	0	0	0	0	9.316752	0	0	0.336	0.02016	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ07262635-3554214	111.61	-35.90611111	07h26m26.4s	-35d54m22s	0.029404	128.7697285	Sy 2	2.34E-11				0																	0	0	0	0	0.3373		11.205	0.028	10.383	0.034	9.999	0.045	XSC	0.043640356	0.002195305	TRUE	0.0513026	0.00258075	TRUE	0.226084808	0.034056259	FALSE	0.691238498	0.104137416	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	1.112844657	0.059029122	0	0.699665284	0	0.336522223	0	0.346295575	0	0.219001921	0	0	0	0	0.1721	0	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6546	0.0732	0	0	1.036	0.0884	0	0	0	0	22.742878	0.297	0.0594	0.87	0.0609	1.54	0.1078	3.03	0.2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ07595347+2323241	119.9729167	23.39	07h59m53.5s	+23d23m24s	0.029183	127.7809342	Sy 2	3.45E-11			S	10.57	15.93174	0.01652441	14.36484	0.008822118	13.59007	0.008117223	13.14968	0.009291257	12.80782	0.01037502	15.44	14.11	13.41	13.02	12.65		0	0	0	0	0.0512	0.29	11.562	0.017	10.764	0.024	10.329	0.026	XSC	0.039312697	0.001977604	TRUE	0.041593162	0.002092322	TRUE	0.102327594	0.015359552	TRUE	0.184864554	0.028083168	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	2.310934376	0.119616076	4.943354153	0.250313595	2.139119329	0.208871505	0.906861898	0.090664793	0.314319224	0.03402586	0	0	0	19.92883679	0.0222	0	0	0	0	0	0	0.00031	0	0	1160.28	558.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0.0218	0	0	0	0	2.82	0.12	4.158	0.58	0	0	31.38355	0	0	0	0	1.56	0.1404	3.72	0.372	4.534678	0.187	0.02805	0	0	1.49	0.1192	0	0	0	0	0	0	0	0	0	0
2MASXJ08032736+0841523	120.8641667	8.697777778	08h03m27.4s	+08d41m52s	0.0468	207.5819846	Sy 1	1.73E-11				0	17.55718	0.03712728	15.85809	0.004756986	15.09377	0.02150632	14.65821	0.004401835	14.41618	0.008023912							20.53728485	0.215752691	19.62267303	0.081748202	0.0178		13.286	0.04	12.578	0.058	12.13	0.057	XSC	0.006122557	0.000307992	TRUE	0.006727008	0.000360639	FALSE	0.01055827	0.001605358	FALSE	0.021961078	0.003582094	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079177093	0	0.11232192	0	0.062632184	0	0.066732002	0	0.049926139	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ09023729-4813339	135.6554167	-48.22611111	09h02m37.3s	-48d13m34s	0.0391	172.4595476	Sy 1	2.94E-11				0																	0	0	0	0	1.3701		15.052	0.208	12.988	0.084	12.053	0.085	XSC	0.011275423	0.000587748	TRUE	0.011951487	0.000612	TRUE	0.029321944	0.004428122	FALSE	0.052438909	0.008228191	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.092385964	0.010113543	0	0.800918817	0	1.466331933	0	1.682929332	0	1.005474072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ09043699+5536025	136.15375	55.60083333	09h04m36.9s	+55d36m03s	0.037142	163.5884577	Sy 1	1.52E-11	21	B11	M	9.76	17.03825	0.01110761	16.39806	0.01514781	15.92432	0.02059067	15.62039	0.02283758	15.42371	0.02633541	17.61	16.25	15.81	15.31	15.16		18.85342979	0.03151824	18.20080757	0.014031808	0.0186	0.376	13.998	0.05	13.097	0.055	12.597	0.063	XSC	0.004538714	0.000246463	FALSE	0.004611285	0.000247214	FALSE	0.012167259	0.001843199	FALSE	0.037988631	0.005928315	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.18113854	0.010170494	0	0.129970076	0.054565353	0.007185575	0	0.038539198	0	0.043903387	0	0	0	1.464556421	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2MASXJ09235371-3141305	140.97375	-31.69194444	09h23m53.7s	-31d41m31s	0.042366	187.3110411	Sy 1.9	1.92E-11				0																	0	0	0	0	0.1278		13.072	0.059	12.282	0.06	11.853	0.08	XSC	0.005446692	0.000274589	TRUE	0.004128782	0.000208669	TRUE	0.006704907	0.001023794	FALSE	0.014765687	0.002510792	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.109516743	0.006748633	0	0.163251927	0	0.078750225	0	0.051862136	0	0.090966202	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
